0,0,0,0
0,2,1,0
0,2,2,0
0,2,3,0
0,2,3,0
0,2,3,0
1,1,1,0
2,2,1,0
3,3,4,0
3,3,5,0
3,3,3,0
3,3,6,0
3,3,3,0
3,3,3,0
3,3,3,0
4,4,7,1
5,5,1,2
6,6,8,2
7,7,9,2
7,7,10,2
8,8,1,2
9,8,11,2
9,7,12,2
9,7,13,2
9,7,13,2
9,8,14,2
10,8,15,2
10,8,16,2
10,8,17,2
10,8,18,2
11,8,19,2
11,9,20,2
12,9,21,2
12,8,11,2
12,10,22,2
12,8,12,2
12,10,23,2
12,11,24,2
13,10,1,2
14,11,1,2
14,11,25,2
15,12,1,2
15,11,26,2
16,12,27,2
16,13,28,2
16,11,12,2
16,13,24,2
17,13,1,2
17,14,29,2
17,14,30,2
17,14,31,2
17,13,24,2
18,14,32,2
19,14,33,2
19,14,34,2
19,14,35,2
19,10,11,2
19,13,31,2
19,14,36,2
20,15,37,2
21,16,38,3
21,18,1,3
21,18,39,3
22,17,1,3
23,16,1,3
24,18,1,4
25,19,1,4
26,20,1,5
27,21,1,5
27,21,40,5
27,21,41,5
28,22,42,6
28,21,23,6
29,23,1,6
30,24,43,7
30,25,44,7
30,25,45,7
30,23,37,7
30,25,45,7
30,25,46,7
30,22,5,7
31,25,1,7
32,26,38,7
32,27,47,7
32,25,44,7
33,27,48,7
33,29,49,7
33,28,50,7
33,29,51,7
33,29,52,7
34,28,53,7
34,29,53,7
34,29,54,7
34,30,55,7
35,29,54,7
36,30,56,7
36,30,57,7
37,31,54,7
38,31,58,7
38,31,59,7
38,31,59,7
38,32,59,7
38,32,57,7
39,32,54,7
39,33,57,7
40,33,60,7
40,34,59,7
41,34,1,7
42,35,61,7
43,35,62,7
43,34,63,7
43,34,59,7
44,36,64,7
44,34,48,7
44,32,57,7
44,36,65,7
44,36,66,7
44,34,59,7
44,34,59,7
44,36,67,7
44,38,24,7
44,39,3,7
44,39,4,7
44,35,54,7
44,37,63,7
45,37,48,7
46,38,1,8
46,41,3,8
46,42,68,8
46,41,14,8
47,39,69,8
48,40,1,8
49,41,70,8
49,41,1,8
50,42,1,8
50,44,71,8
51,43,1,8
51,44,72,8
51,44,73,8
51,43,1,8
52,44,1,8
52,44,64,8
52,44,74,8
52,46,75,8
53,45,1,8
53,44,72,8
53,46,70,8
54,46,70,8
55,47,70,8
56,47,76,8
56,46,68,8
56,46,77,8
56,44,49,8
57,48,1,8
57,46,69,8
58,49,1,8
59,50,78,8
59,49,79,8
59,49,3,8
59,49,3,8
59,52,24,8
59,49,79,8
59,50,80,8
59,49,68,8
59,50,73,8
59,52,81,8
59,50,79,8
59,52,78,8
59,51,4,8
59,49,82,8
59,49,70,8
60,51,1,8
60,58,42,8
60,51,1,8
60,51,1,8
61,52,1,8
62,53,73,8
63,53,3,8
63,53,24,8
64,54,73,8
64,55,79,8
64,55,83,8
65,55,17,8
66,56,84,9
67,56,85,9
67,60,31,9
67,60,49,9
68,56,31,9
68,56,86,9
68,57,6,9
69,57,87,9
69,57,12,9
69,60,49,9
69,58,88,9
70,58,1,9
70,58,89,9
71,58,90,9
71,58,89,9
72,59,1,9
72,60,49,9
72,58,91,9
72,58,92,9
72,60,44,9
73,60,1,9
73,60,93,9
73,62,93,9
73,58,80,9
74,61,1,9
75,62,42,9
76,62,94,9
76,63,95,9
77,63,49,9
77,60,31,9
77,63,96,9
77,59,61,9
77,63,93,9
77,63,97,9
77,63,98,9
77,63,93,9
78,64,42,9
78,67,1,9
79,65,99,9
80,66,100,10
81,66,101,10
81,69,18,10
82,67,1,11
83,68,1,11
84,69,1,11
84,69,102,11
85,70,1,11
86,71,1,11
86,66,53,11
87,72,1,11
88,73,1,11
89,72,1,11
90,74,103,11
90,72,1,11
91,75,104,11
92,76,105,11
92,76,106,11
92,76,107,11
92,75,3,11
92,76,108,11
93,77,109,11
94,78,1,11
94,78,110,11
95,79,1,11
96,75,1,11
97,80,111,11
98,80,112,11
99,81,1,11
100,82,1,11
101,83,1,11
102,83,83,11
102,74,49,11
103,83,113,11
103,88,70,11
104,83,114,11
104,82,115,11
104,81,3,11
104,82,115,11
105,84,116,11
105,83,115,11
106,85,1,11
107,86,103,11
108,85,1,11
109,87,96,11
109,91,42,11
110,88,96,11
111,89,1,11
112,90,1,11
113,91,4,11
114,92,4,11
115,93,5,11
116,94,1,11
117,95,1,11
118,96,61,11
119,96,117,11
120,97,118,11
121,98,119,11
121,100,120,11
122,99,99,11
123,100,99,11
123,99,18,11
124,101,121,11
124,107,61,11
124,100,122,11
124,100,123,11
125,102,1,11
126,103,1,11
127,104,1,11
128,105,109,11
128,104,115,11
128,104,120,11
129,106,124,11
130,107,96,11
130,104,125,11
130,107,126,11
130,107,125,11
130,107,44,11
130,107,12,11
131,108,127,11
131,110,77,11
131,112,12,11
132,109,96,11
132,110,77,11
132,110,128,11
132,110,129,11
132,112,3,11
132,112,12,11
133,110,38,11
134,111,38,11
134,112,24,11
134,110,82,11
134,115,12,11
134,112,24,11
135,112,38,11
136,113,1,11
136,111,104,11
137,114,1,11
138,115,1,11
139,116,1,11
140,116,130,11
141,117,96,11
142,118,96,11
142,118,115,11
143,119,1,11
144,119,131,11
144,121,132,11
144,121,132,11
144,121,133,11
145,119,3,11
146,120,1,11
146,119,3,11
147,121,1,11
148,122,134,11
148,123,133,11
148,118,38,11
149,123,133,11
150,124,135,11
150,124,136,11
150,118,24,11
150,124,137,11
151,77,1,11
152,125,138,11
153,126,138,11
154,127,4,11
155,128,4,11
155,130,115,11
155,129,24,11
156,129,5,11
157,129,12,11
157,129,4,11
157,124,128,11
158,130,96,11
159,131,100,11
160,132,3,11
160,132,3,11
160,129,96,11
161,133,109,11
162,134,109,11
163,135,1,12
163,130,49,12
163,129,77,12
163,128,139,12
163,128,140,12
163,129,96,12
163,128,141,12
163,132,5,12
163,129,77,12
163,129,77,12
163,130,49,12
163,132,140,12
163,132,14,12
164,136,1,12
164,136,142,12
164,129,96,12
164,136,141,12
164,136,5,12
164,136,3,12
164,136,141,12
164,136,140,12
164,129,84,12
164,140,143,12
164,140,144,12
164,137,3,12
164,137,3,12
164,137,3,12
164,136,49,12
164,143,141,12
165,143,145,12
165,143,141,12
165,139,49,12
165,143,141,12
165,143,141,12
165,143,141,12
165,143,141,12
165,143,141,12
165,139,12,12
166,137,1,12
167,138,1,12
168,139,1,12
169,140,1,13
170,141,146,13
170,143,147,13
170,139,1,13
171,142,5,13
171,139,12,13
171,143,133,13
171,135,82,13
171,139,3,13
171,141,70,13
171,141,70,13
172,143,148,14
172,144,24,14
173,144,149,14
174,144,148,14
175,144,150,14
175,144,24,14
175,144,151,14
176,144,152,14
176,145,153,14
177,145,1,14
178,146,1,14
179,147,38,14
180,148,148,14
180,150,6,14
181,149,154,14
181,150,38,14
182,149,154,14
183,150,1,15
184,151,155,15
184,151,156,15
185,152,157,15
186,153,1,15
187,154,1,15
188,154,158,15
189,155,1,15
190,156,1,15
191,157,1,15
192,158,1,16
193,159,159,16
193,153,160,16
193,156,160,16
194,160,1,16
195,161,1,16
195,156,133,16
195,156,161,16
195,156,162,16
195,167,82,16
195,161,133,16
195,160,163,16
196,162,59,17
197,163,1,17
198,164,1,17
198,163,164,17
198,165,48,17
199,165,141,17
199,163,165,17
199,165,166,17
200,166,1,17
201,166,167,17
202,167,4,17
202,170,168,17
202,170,169,17
203,168,5,17
204,169,168,17
205,170,1,17
206,171,44,17
206,175,170,17
207,172,5,17
208,173,1,17
208,173,164,17
208,173,164,17
208,175,171,17
209,174,1,17
210,174,141,17
210,171,141,17
210,174,2,17
211,175,1,17
212,176,38,17
212,179,172,17
212,176,12,17
